name,grade,style,crag,area,country,shortnote,notes,date,project,stars,cragnote
Freischwimmer,8+,o.s.,Moritzer Turm,Frankenjura,Germany,hard,schwer für den Grad,2014,,,
Bella Vista Direkt,8,,Moritzer Turm,Frankenjura,Germany,hard,sackhart!,2019-07-19,,,
Starkstrom,10-,2. Go,Kalte Wand,Frankenjura,Germany,,"2. GO!!! Fast geflasht, saugeil!",2015-07-01,,1,
Captain Iglo,9,F,Kalte Wand,Frankenjura,Germany,soft,"Eher 9-/9, sicher nicht 9/9+",2015-07-01,,,
Alter Ego,9+/10-,,Kolosseum,Frankenjura,Germany,,"Mit Tobi und Tommy, Tobi hat n Henkel in der Crux ausgebrochen, jetzt solide 8a. Klettert sich jetzt sogar besser!",2019-05-15,,2,beeindruckend!
Nix wie Verdruss,8-,F,Kolosseum,Frankenjura,Germany,,etwas dreckig aber o.k. Aufwärmtour,2019-05-15,,,beeindruckend!
Nur Fliegen ist schöner,8+,o.s.,Klausener Wand,Frankenjura,Germany,,,2014,,3,
Lichtblick,8+,o.s.,Klausener Wand,Frankenjura,Germany,,,2014,,,
Obermühlenriss,6+,o.s.,Klausener Wand,Frankenjura,Germany,,,2014,,,
Still Alive,10,,Schiefer Tod,Frankenjura,Germany,,"fett! Unten Boulder, Schüttler und Kraftausdauer an ganz guten Griffen. Unterer Boulder: Von Horn auf kl. Leiste mit rechts, links schwer in unangenehmen Untergriff hacken, mit rechts verlängern auf ok Leiste, dann links anhocken und links hochfeuern auf gute Leiste. Obere Stelle: Von Unter/Seitgriff doppelt verlängerte Exe klippen, dann mit Links den Fingerficker halten, mit rechts auf schlechte Leiste, links auf kl. Tritt anhocken und in Powerpack Loch ziehen. Rechts anhocken und auf abschüssiges 2 Fingerloch ziehen. Linken Fuß hochkicken und links in Untergriff ziehen. Beherzt auf Leiste mit rechts schnappen, links anhocken und hochziehen in Seitgriff. Von hier runter klippen und es ist eig. Vorbei.",,X,2,
Todgesagte leben länger,10-,,Schiefer Tod,Frankenjura,Germany,hard,"3 Tage, uff, was war da los? Boulder fand ich echt nicht leicht, schlussendlich mit nassem Untergriff gemacht... Als nächstes Still Alive",2022-10-30,,,
Totenbrett,9+,o.s.,Schiefer Tod,Frankenjura,Germany,,Erster Felstag nach langer Zeit. Mit Exen einhängen. Super Tour!,2022-08-27,,2,
Schiefer Tod,7-,TR,Schiefer Tod,Frankenjura,Germany,,Im Nachstieg. Super!,2022-08-27,,3,
Morlock Schocker,10,,Schlaraffenland,Frankenjura,Germany,,Der beste und härteste 10er Frankens!,,X,3,
Odins Tafel,10,4 Tage,Schlaraffenland,Frankenjura,Germany,,"Züge gehen alle, ich denke das geht! Oh yes!!!!4 Tage dieses Jahr",7. June 2017,,3,Sommerfels
Tomaten auf den Augen,9+/10-,,Schlaraffenland,Frankenjura,Germany,hard,Hart und schmerzhaft. Ein Liebhaberstück,2021-09-14,,,Sommerfels
Götterhämmerung,9+,,Schlaraffenland,Frankenjura,Germany,,"Geil, Zangen, Achtung Baum im Rücken!!! Pumpig und schwer oben.",7. June 2017,,3,Sommerfels
Commander Superfinger,9-,,Schlaraffenland,Frankenjura,Germany,,kleingriffig!,27. May 2017,,1,Sommerfels
Made im Speck,9-,2. Go,Schlaraffenland,Frankenjura,Germany,,"ist o.k., unten schwer und etwas splittrig, nicht die Beste",2020-05-31,,,Sommerfels
Pasta Tricolore,8+,F,Schlaraffenland,Frankenjura,Germany,,tolle Route mit Schlüsselstelle in der Mitte,2015-06-01,,2,Sommerfels
Belegtes Brötchen,8,o.s.,Schlaraffenland,Frankenjura,Germany,,nicht so gut,2021-10-01,,0,Sommerfels
Ton Steine Scherben,8-,o.s.,Schlaraffenland,Frankenjura,Germany,,schwerer Einstiegsboulder,2020-05-28,,,Sommerfels
Asi mit Niveau,8-,o.s.,Schlaraffenland,Frankenjura,Germany,,leichter unten als T.S.S.,2020-05-21,,,Sommerfels
Schlaffer Affe,7+,o.s.,Schlaraffenland,Frankenjura,Germany,,,2021-09-14,,,Sommerfels
Drachen,7,F,Schlaraffenland,Frankenjura,Germany,,tolle Aufwärmtour mit zwei schweren Passagen,2016-06-01,,2,Sommerfels
Zum Höhlenloch,6,o.s.,Schlaraffenland,Frankenjura,Germany,,unlohnend,2021-10-01,,,Sommerfels
Boeuf au vin,5-,F,Schlaraffenland,Frankenjura,Germany,,,27. May 2017,,,Sommerfels
Ghettoblaster,10,,Rabenfels,Frankenjura,Germany,hard,"mit rechts an Leiste und links an Mono in Platte starten. Dann rechts auf Zange ziehen, schwerer Clip. Mit links auf 2Fingerloch am Bolt und auf 2 Finger drescher hochziehen. Ringfinger tief und Mittelfinger draufgestellt. Sehr schwerer Zug auf linkes Loch am Doppelloch. Stehen bleiben und so doppeln. Dann Füße hochhangeln und mit links auf 2Fingerloch (vordere 2 Finger) neben Exe ziehen. Fuß steht nicht, schwerer Clip. Rechts zwei Finger Loch, weiter Zug mit links hoch in das erste Mono. Abfassen auf rechtes zwei Finger Loch, Füße hochstellen, rechts Knie leicht eindrehen und hochfeuern auf das Mono (schwer zu treffen). Mit links an die Exe stehen, auf 2 Finger Knüppler abfassen, Loch rechts nachstopfen und mit links verlängern auf ok Leiste. Füße kontrolliert hochstellen mit rechts auf schlechtes Loch, dann mit Rechts auf Leiste im Querriss fassen. Links stehen (sehr schlechte Tritte), links im Loch ist ein Seitgriff, dann rechts auf Henkel ziehen und von dort clippen. Rest ist leicht",,X,3,
Auerbacher Weg,8,o.s.,Rabenfels,Frankenjura,Germany,,Einzelstelle,29. September 2017,,,
Die Kante,10-,,Rotenstein,Frankenjura,Germany,,"sehr anspruchsvolle Kantenkletterei, nicht von schlechten Eltern mit weiten Hakenabständen und schweren Clips, 1. Haken nicht vorgeklippt",7. October 2017,,3,sehr beeindruckend! Viele harte Touren
Die Kante links,10-,2. Go,Rotenstein,Frankenjura,Germany,,"2. Go, soft, mit Thommy als er Elder Statesman geklettert ist.",03.11.17,,3,sehr beeindruckend! Viele harte Touren
Engel & Bestien,9+,,Rotenstein,Frankenjura,Germany,,"auch sehr schwer, vor allem der Einstieg",,X,1,sehr beeindruckend! Viele harte Touren
Fat Patrol,9-/9,o.s.,Rotenstein,Frankenjura,Germany,,"schwerer Onsight, weite HA, Classic von Güllich",03.11.17,,3,sehr beeindruckend! Viele harte Touren
Team Masturbation,8+,F,Rotenstein,Frankenjura,Germany,,sehr anspruchsvoll!,19. September 2017,,2,sehr beeindruckend! Viele harte Touren
Teufelsriss,7,o.s.,Rotenstein,Frankenjura,Germany,,"anspruchsvolle Riss- und Verschneidungskletterei. Puh, sowas vor 100 Jahren schon geklettert! :-O",7. October 2017,,2,sehr beeindruckend! Viele harte Touren
Frankenschnellweg,7,o.s.,Rodenstein,Frankenjura,Germany,,schön! Sehr von mir beeindruckender Typ war da als ich das geonsighted habe :-D,7. September 2017,,2,
Georgenriss,6+,o.s.,Rodenstein,Frankenjura,Germany,,Handklemmer unten,7. September 2017,,,
Dinopfeiler,4,o.s.,Rodenstein,Frankenjura,Germany,,,7. September 2017,,,
Rodensteinkamin,3+,o.s.,Rodenstein,Frankenjura,Germany,,schrubbischrubb,7. September 2017,,2,
Schiefer Riss,3,o.s.,Rodenstein,Frankenjura,Germany,,,7. September 2017,,,
Schlaifhausener Kante,3,o.s.,Rodenstein,Frankenjura,Germany,,"zusammen mit Friedi, Mayke und Jens",7. September 2017,,,
Kelu,10,,Rolandfels,Frankenjura,Germany,,,,X,,
Equipe Tricolore,10-,,Rolandfels,Frankenjura,Germany,hard,"wunderschön, pressig an Untergriffen",31. March 2017,,3,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Nullkommanix,10-,3. Go,Rolandfels,Frankenjura,Germany,soft,"ein schwerer Zug in den Untergriff im Dach. Cool. 8A/8a+, 3.Go",2015-04-01,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Respect,9+/10-,,Rolandfels,Frankenjura,Germany,hard,"unten schwer, wohl was ausgebrochen!",2. September 2017,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
My Way,9+,,Rolandfels,Frankenjura,Germany,hard,"Drei Raketengoes, gibt leichtere 9+, ziemlich knüpplig",2019-11-10,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Infiziert,9+,,Rolandfels,Frankenjura,Germany,hard,"schwer für 9+, wird auch als 8a gehandelt, schwer bis ganz zum Schluss!! 4. Go",2014,,3,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
"Osama, du Sau!",9/9+,,Rolandfels,Frankenjura,Germany,hard,richtig gut! Auch nicht leicht,2. September 2017,,2,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
66° Nord,9,o.s.,Rolandfels,Frankenjura,Germany,,Kacktour,2015-04-01,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Die Vollendung,8+,o.s.,Rolandfels,Frankenjura,Germany,,Fantastisch!,31. March 2017,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Hofer Weg,8,o.s.,Rolandfels,Frankenjura,Germany,,sehr gute Aufwärmtour,2019-11-10,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Ronaldo,7+,o.s.,Rolandfels,Frankenjura,Germany,,schön,2015-04-01,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Dein ist mein ganzes Herz,7+,o.s.,Rolandfels,Frankenjura,Germany,,Müll!,28. March 2017,,0,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Jo-Jo,7+,o.s.,Rolandfels,Frankenjura,Germany,,ist okay,2015-04-01,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Für Lea,6+,F,Rolandfels,Frankenjura,Germany,,,2. September 2017,,,"splittriger Fels, klettert sich jedoch sehr gut. Tolle Routen, Fels ist durch Laub im Halbschatten"
Immer der Nase nach!,9-,o.s.,Rote Wand,Frankenjura,Germany,,schwerer Onsight,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Kyrill,9-,o.s.,Rote Wand,Frankenjura,Germany,,Einzelstelle am 1. Haken,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Ganz schön luftig,8+,,Rote Wand,Frankenjura,Germany,,sackharte Rissverschneidung im Dach bei 30m. Eher glatt 9 als 8+,2016-05-01,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Jib Allet!,8+,F,Rote Wand,Frankenjura,Germany,,,2023-02-15,,,
Brothers in Arms,8,o.s.,Rote Wand,Frankenjura,Germany,,,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
John Lennon,8-,o.s.,Rote Wand,Frankenjura,Germany,,"sehr, sehr schön!",2014,,3,"weite Hakenabstände, zum Teil Keile mitnehmen"
International Bolt Conspiracy,8-,o.s.,Rote Wand,Frankenjura,Germany,,,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
"Behalt's für dich, Ulle!",8-,F,Rote Wand,Frankenjura,Germany,,,2023-02-15,,,
Voice of Miles Davies,8-,,Rote Wand,Frankenjura,Germany,,Toprope,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
WAA,7+,F,Rote Wand,Frankenjura,Germany,,,2023-02-15,,,
Stößerkante,7+,o.s.,Rote Wand,Frankenjura,Germany,,spaßig,3. September 2017,,2,"weite Hakenabstände, zum Teil Keile mitnehmen"
Magnum Opus,7+,F,Rote Wand,Frankenjura,Germany,,,2023-02-15,,,
Direkter FBB Weg,7-,o.s.,Rote Wand,Frankenjura,Germany,,Keile!,2014,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Knupper Ged.-Weg,7,o.s.,Rote Wand,Frankenjura,Germany,,,3. September 2017,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Gorecki,6+,o.s.,Rote Wand,Frankenjura,Germany,,,3. September 2017,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Reinhard Karl Ged.-Weg,5+,o.s.,Rote Wand,Frankenjura,Germany,,,3. September 2017,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Sommerurlaub,5-,o.s.,Rote Wand,Frankenjura,Germany,,etwas dreckig,3. September 2017,,,"weite Hakenabstände, zum Teil Keile mitnehmen"
Die Gelbe,7+,o.s.,Matterhornwand,Frankenjura,Germany,,"Abenteuerliche Unternehmung. Riesige Querung, zweite Seillänge ist ultra dreckig und splittrig. Richtig angsteinflößend. Habe dann irgendwann aufgehört nach 10m über dem Haken und keinem weiterem in Sicht",2016-07-01,,2,"Riesige Wand, beeindruckend mit runden, polierten Griffen"
Thunderbird,10-/10,,Moschendorfer Wand,Frankenjura,Germany,,echt cooler Boulder!,2022-09-21,,2,coole Wand wenn man >9+ klettert
Metis,10-,,Moschendorfer Wand,Frankenjura,Germany,,Harte 10- vom Tim Kaiser. Boulderstelle aber sehr gut!,2019-06-23,,2,coole Wand wenn man >9+ klettert
Fränkischer Granit,9+/10-,,Moschendorfer Wand,Frankenjura,Germany,,"mit Whistleblower an einem Tag :-) Harter Kampf oben, noch unfit auf Maxkraft vom Yosemite",2021-05-29,,,
Whistleblower,9+/10-,,Moschendorfer Wand,Frankenjura,Germany,,Ein richtiger Buzzer,2021-05-29,,,
Fliegender Gräfix,9+/10-,3. Go,Moschendorfer Wand,Frankenjura,Germany,,"oben wars echt nass, sloper stellen :-D",2020-06-17,,2,coole Wand wenn man >9+ klettert
Trial and Error,9+,2. Go,Moschendorfer Wand,Frankenjura,Germany,,double send mit Sam :-),2021-08-12,,2,coole Wand wenn man >9+ klettert
Russenpeitsche,9,2. Go,Moschendorfer Wand,Frankenjura,Germany,,Cooles Leistengedresche,2022-09-21,,,
50 words for jump,9-,o.s.,Moschendorfer Wand,Frankenjura,Germany,,sau knapp... Voll fertig,2019-06-23,,,coole Wand wenn man >9+ klettert
Aller Anfang ist schwer,8,o.s.,Moschendorfer Wand,Frankenjura,Germany,,,2021-08-12,,,
Mr. Nice Guy,8+,o.s.,Mr. Nice Guy Wändle,Frankenjura,Germany,soft,soft,2013,,0,Scheißfels...
Luxus,7-,o.s.,Mr. Nice Guy Wändle,Frankenjura,Germany,hard,hart,2013,,0,Scheißfels...
Frankenstein,9+/10-,5. Go,Stadeltenne,Frankenjura,Germany,,"harter Boulder, 5.Go",2014,,,"windig, schnell trocken"
Zugabe,9-,o.s.,Stadeltenne,Frankenjura,Germany,,zum Aufwärmen :D strong,2014,,3,"windig, schnell trocken"
Maßarbeit,9-,2. Go,Stadeltenne,Frankenjura,Germany,,2. Versuch,2013,,3,"windig, schnell trocken"
Stadeltenne,8-,o.s.,Stadeltenne,Frankenjura,Germany,,,2013,,,"windig, schnell trocken"
Alltag in Franken,7+,o.s.,Stadeltenne,Frankenjura,Germany,,unlohnend,2013,,0,"windig, schnell trocken"
Metamorphose,10-,,Vergessene Welt,Frankenjura,Germany,,"1 Tag, unten schwierig mit schmerzhaftem 1-2F Loch, oben coole weite Züge. Echt gut!",2020-06-26,,2,
Wolkenschloss,8,F,Wolkensteiner Wand,Frankenjura,Germany,,,2022-09-18,,2,
Corazón,7,o.s.,Wolkensteiner Wand,Frankenjura,Germany,,70m Seil reicht locker,2022-08-27,,,
Oberförster Pudlich,7-,F,Wolkensteiner Wand,Frankenjura,Germany,,"Henkel unten, oben Einzelstelle. Schön lang!",05.11.17,,,
Mikado,9+/10-,3. Go,Wachbergfelsen,Frankenjura,Germany,,,2021-09-08,,2,
Schiffsbug Direkt,9+,o.s.,Wachbergfelsen,Frankenjura,Germany,,"richtig, richtig gut!",2021-09-08,,3,
Rechte Schluchtwand,9-,2. Go,Wachbergfelsen,Frankenjura,Germany,hard,,2021-09-08,,,
Hotline,8+/9-,o.s.,Wagnerfels,Frankenjura,Germany,,"spaßig, gut, oben ein weiter Zug",2020-06-17,,3,
Cappuccino Lady,8+,o.s.,Wagnerfels,Frankenjura,Germany,hard,"anspruchsvoll und schwer zu lesen, schwerer als Hotline",2020-06-17,,2,
Slimline,10-,,Waldkopf,Frankenjura,Germany,,Es rändert... aber richtig geile Linie,27. August 2017,,3,
Mawis Wampe,9+,,Waldkopf,Frankenjura,Germany,,"genauso schwer wie Slimline, kleinere Griffe, richtige Drescher",27. August 2017,,1,
Headcrash,10+/11-,,Wasserstein,Frankenjura,Germany,hard,Brettharter Boulder,,X,,
Misery,10-,,Wasserstein,Frankenjura,Germany,hard,"Mega geile Tour mit der ultimativen Sloperschüssel, doppel die Toilettenschüssel!",2019-04-07,,3,
Akkupumptour,9-,,Wasserstein,Frankenjura,Germany,,Lang und abgefahren,2019-03-31,,,
Orang Utan,9-,,Wolfsberger Grotte,Frankenjura,Germany,,lange nass,,X,,
Superhussy,6+,o.s.,Wolfsberger Grotte,Frankenjura,Germany,,,2013,,,
Gell Nancy,6,,Wolfsberger Grotte,Frankenjura,Germany,,Toprope,2013,,,
Cringer,10+,,Hängender Stein,Frankenjura,Germany,,,,X,,
Frauenbewegung,8,o.s.,Hainbronner Pfeiler,Frankenjura,Germany,,,2021-09-08,,,
Earl Grey,10,3. Go,Herzogenreuther Wand,Frankenjura,Germany,,"MEGA, so geil, die an einem Tag zu klettern! Habe alle Haken aus dem Klettern geclippt",2019-05-12,,3,
Zimbabalooba,9,F,Herzogenreuther Wand,Frankenjura,Germany,,,2019-05-12,,,
Mandela,8+/9-,F,Herzogenreuther Wand,Frankenjura,Germany,,,2019-05-12,,,
Azania,8,o.s.,Herzogenreuther Wand,Frankenjura,Germany,,,2019-05-12,,,
Der Große Blaue,9+,,Hühnersteinwand,Frankenjura,Germany,,"Nicht schwerer als Analhenne, die Traverse nach rechts machts jetzt auch nicht schwerer. Klettert sich etwas besser als Analhenne",2020-07-19,,,
Analhenne,9+,,Hühnersteinwand,Frankenjura,Germany,,Schwerer 2 Zug Boulder,2020-07-19,,,
Steiles Huhn,8,o.s.,Hühnersteinwand,Frankenjura,Germany,,"Henkelei durchs Dach, sehr spaßig!",2020-07-19,,2,
Auferstehung,8,o.s.,Hühnersteinwand,Frankenjura,Germany,hard,Schwer!,2020-07-19,,,
Geburtstagsribosom,8,F,Hühnersteinwand,Frankenjura,Germany,,,2020-07-19,,,
Baby,8,F,Hühnersteinwand,Frankenjura,Germany,,,2020-07-19,,,
Diavolo,8-,F,Hühnersteinwand,Frankenjura,Germany,,,2020-07-19,,,
Stoney Road,10-/10,,Hungenberger Wand,Frankenjura,Germany,,3 Schwere Züge an Leisten und Kreuzzug nach pumpigem 9er. Ein schwerer Clip. Scary oben und nochmal weiter leichter Abschlussdynamo,,X,1,Sonnenwand mit Bäumen davor. Im Frühjahr perfekt mit Wiese und richtig schön. Smith&Wesson die Linie hier!
Lea,8,,Hungenberger Wand,Frankenjura,Germany,hard,echt schwer für 8. Wulstig,2015-05-01,,,Sonnenwand mit Bäumen davor. Im Frühjahr perfekt mit Wiese und richtig schön. Smith&Wesson die Linie hier!
Rock Wrestling,10-,,Heinrichsgrotte,Frankenjura,Germany,,"unmöglich, steil und lang",,X,,"weit zu laufen, sehr scharfkantige Löcher"
Das Portal,9-,F,Heinrichsgrotte,Frankenjura,Germany,,,2014,,,"weit zu laufen, sehr scharfkantige Löcher"
Schnullerbacke,8,o.s.,Heinrichsgrotte,Frankenjura,Germany,,,2014,,,"weit zu laufen, sehr scharfkantige Löcher"
Oiga que tal,8,o.s.,Heinrichsgrotte,Frankenjura,Germany,,,2014,,,"weit zu laufen, sehr scharfkantige Löcher"
Flottes Lottchen,8-,F,Heinrichsgrotte,Frankenjura,Germany,,,2014,,,"weit zu laufen, sehr scharfkantige Löcher"
Höhenglückssteig,A0,,Höhenglückssteig,Frankenjura,Germany,,mit Carla und ihrer Mitbewohnerin Nadja bei Nebel. Sehr mystisch + Lumpine und Superfood. Schön!,2019-11-01,,2,schon seeeehr poliert
Käptn Nemo,8+,F,Jules-Vernes Wand,Frankenjura,Germany,,,1. April 2017,,,
Berlin Calling,9+/10-,,Illafels,Frankenjura,Germany,,nicht schwerer als Dynamisch Tirol (ich fand's sogar leichter),2021-06-23,,,
Dynamisch Tyrol,9+/10-,,Illafels,Frankenjura,Germany,,bat hang,2021-06-23,,3,
Ringbandschoner,9+,,Illafels,Frankenjura,Germany,,fast flash,2020-10-09,,2,
Lutscher,9-/9,,Illafels,Frankenjura,Germany,,"weite Züge, gut",2021-06-23,,,
Warmduscher,8,,Illafels,Frankenjura,Germany,,nicht leicht,2021-06-23,,,
Buchnerpfeiler,9-,o.s.,Zehnerstein,Frankenjura,Germany,,"schwer über den Überhang, dann dranbleiben. Volle Felsfahrt",2020-06-01,,2,sehr klassische Routen mit alpinem Charakter. Sonnig
Satisfaction,8+,o.s.,Zehnerstein,Frankenjura,Germany,hard,"verdammt hart, hoher erster Haken, weite Hakenabstände, technisch Anspruchs- und Hosenvoll. ",2020-06-01,,3,sehr klassische Routen mit alpinem Charakter. Sonnig
Affenschaukel,8-,o.s.,Zehnerstein,Frankenjura,Germany,,"In der Sonne..., wahnsinnig schwere erste SL! (Seifertriss, 6+)",2013,,3,sehr klassische Routen mit alpinem Charakter. Sonnig
Oma Eichler,6,o.s.,Zehnerstein,Frankenjura,Germany,,stolze Hakenabstände unten,2013,,,sehr klassische Routen mit alpinem Charakter. Sonnig
Kauperriss,6-,o.s.,Zehnerstein,Frankenjura,Germany,,"passt gut für 6-, toll.",2020-06-01,,,sehr klassische Routen mit alpinem Charakter. Sonnig
Schartenwand,5+,F,Zehnerstein,Frankenjura,Germany,,mit Kleimmkeilen abgesichert :-) Eine der ersten Klemmkeilrouten,2013,,,
Red Handed,10-,,Ringlerwand,Frankenjura,Germany,,,,X,,
Nagini,10-,2. Go,Ringlerwand,Frankenjura,Germany,,"Cool, aber mMn nach gleich schwer wie Inquisition",2019-05-13,,,
Inquisition,9+/10-,3. Go,Ringlerwand,Frankenjura,Germany,,aaaaabgefahrener Kreuzer vom Mono weg!,2019-04-03,,2,
Civil War,9-,o.s.,Ringlerwand,Frankenjura,Germany,,"unten hart, sollte man vorclippen wenn man nicht drüber steht",2019-04-03,,,
Fantastic Max,9-,o.s.,Ringlerwand,Frankenjura,Germany,,,2019-04-03,,,
Aero Dynamo,8/8+,F,Ringlerwand,Frankenjura,Germany,,,2019-04-03,,,
Bella,8,o.s.,Ringlerwand,Frankenjura,Germany,,,2019-04-03,,,
Fliegender Holländer,8-,o.s.,Ringlerwand,Frankenjura,Germany,,,2019-05-13,,,
Prime Time,9+/10-,2. Go,Röthelfels,Frankenjura,Germany,,"Leider nicht o.s. (fetter Tritt ausgebrochen, aber wäre wahrscheinlich auch nicht gegangen)",2022-10-22,,2,
Jenseits von Gut und Böse,9,,Röthelfels,Frankenjura,Germany,,im Onsight ganz oben an den Kellen abgetropft. Ausdauer dürftig,,X,,
